cust_id,pred_prob,,,
710,0.003247178,,,
711,0.00055272,,,
712,0.000964016,,,
713,0.037686735,,,
714,0.013739312,,,
715,0.024980856,,,
716,0.091661838,,,
717,0.003054934,,,
718,3.87E-05,,,
719,0.362947268,,,
720,0.09965471,,,
721,4.86E-05,,,
722,9.89E-05,,,
723,0.010891082,,,
724,0.020449958,,,
725,0.002788385,,,
726,0.002417296,,,
727,0.005037068,,,
728,0.000130549,,,
729,0.002110929,,,
730,0.032762715,,,
731,0.000513675,,,
732,0.009269595,,,
733,0.000134355,,,
734,0.183309436,,,
735,0.00548173,,,
736,0.137362851,,,
737,0.00294235,,,
738,0.004550818,,,
739,0.00700561,,,
740,0.002317036,,,
741,0.005963421,,,
742,0.001514616,,,
743,0.000586348,,,
744,0.000503889,,,
745,0.000103545,,,
746,0.000169609,,,
747,0.013351423,,,
748,0.005783313,,,
749,0.046202869,,,
750,0.003897054,,,
751,0.026059034,,,
752,0.000587484,,,
753,0.000781825,,,
754,0.004012022,,,
755,0.001097754,,,
756,0.000572886,,,
757,0.00506158,,,
758,0.017227332,,,
759,0.002398548,,,
760,0.009043986,,,
761,0.002292635,,,
762,0.002095369,,,
763,0.001389911,,,
764,0.093944273,,,
765,0.003041457,,,
766,0.025008552,,,
767,0.003174782,,,
768,0.000828156,,,
769,0.000821785,,,
770,0.00161748,,,
771,0.000821208,,,
772,0.000615105,,,
773,0.001158567,,,
774,0.002491367,,,
775,0.00886902,,,
776,0.001280575,,,
777,0.001363681,,,
778,0.112366929,,,
779,0.00049569,,,
780,0.002265794,,,
781,0.000237998,,,
782,0.000528714,,,
783,0.002603092,,,
784,0.001274753,,,
785,0.049594055,,,
786,0.022985766,,,
787,0.000586249,,,
788,0.01440215,,,
789,0.006198115,,,
790,0.097911787,,,
791,0.000450857,,,
792,0.002434347,,,
793,0.001547387,,,
794,0.035220093,,,
795,0.022264214,,,
796,0.05420754,,,
797,0.00243738,,,
798,0.003983692,,,
799,0.002787557,,,
800,0.005032692,,,
801,0.003866904,,,
802,0.002919189,,,
803,0.001095094,,,
804,0.001178212,,,
805,0.000912086,,,
806,0.000642636,,,
807,0.003423734,,,
808,0.004489477,,,
809,0.00191212,,,
810,0.000505852,,,
811,0.00373035,,,
812,0.010827655,,,
813,0.011773645,,,
814,0.006432493,,,
815,0.02795191,,,
816,0.021605251,,,
817,0.031994532,,,
818,0.001680572,,,
819,0.000965559,,,
820,0.05657919,,,
821,0.002029472,,,
822,0.002661547,,,
823,0.003805899,,,
824,0.001187513,,,
825,0.002704092,,,
826,0.009897111,,,
827,0.000298341,,,
828,0.000124361,,,
829,0.003163579,,,
830,0.000565235,,,
831,0.00487485,,,
832,0.007128656,,,
833,0.011073744,,,
834,0.005890367,,,
835,0.023548649,,,
836,0.000181867,,,
837,0.00135676,,,
838,0.00201616,,,
839,0.004945498,,,
840,0.000334314,,,
841,0.002226368,,,
842,0.007305036,,,
843,0.0178406,,,
844,0.006384961,,,
845,0.040394525,,,
846,0.004799785,,,
847,0.002784653,,,
848,0.00813993,,,
849,0.000412903,,,
850,0.008080406,,,
851,0.000452349,,,
852,0.014054197,,,
853,0.007674372,,,
854,0.030194909,,,
855,0.000665542,,,
856,0.001590993,,,
857,0.002010868,,,
858,0.036395819,,,
859,0.007291165,,,
860,0.005653448,,,
861,0.004658032,,,
862,0.013603934,,,
863,0.003037612,,,
864,0.038892834,,,
865,0.000582355,,,
866,0.003768461,,,
867,0.004171903,,,
868,0.002050701,,,
869,0.012264245,,,
870,0.000905146,,,
871,0.000175125,,,
872,0.017071096,,,
873,0.000287782,,,
874,0.002663951,,,
875,0.006220473,,,
876,0.000416692,,,
877,0.007860073,,,
878,0.000370295,,,
879,0.001522808,,,
880,0.004781252,,,
881,0.078765046,,,
882,0.002930024,,,
883,0.004625548,,,
884,0.053948811,,,
885,0.001345985,,,
886,0.00256934,,,
887,0.000754813,,,
888,0.000906868,,,
889,0.000442745,,,
890,0.033530008,,,
891,0.000256885,,,
892,0.003840028,,,
893,0.00717132,,,
894,0.041861189,,,
895,0.19120067,,,
896,0.015073145,,,
897,0.003547562,,,
898,0.002020154,,,
899,0.005835704,,,
900,0.001482893,,,
901,0.009335511,,,
902,0.00086051,,,
903,0.000311576,,,
904,0.000204566,,,
905,0.007294468,,,
906,0.231028515,,,
907,0.005168504,,,
908,0.000689565,,,
909,0.010952881,,,
910,0.00041118,,,
911,0.003343483,,,
912,0.002402057,,,
913,0.004587935,,,
914,0.005488595,,,
915,0.002125613,,,
916,9.86E-05,,,
917,0.00329246,,,
918,0.128970518,,,
919,0.005534496,,,
920,0.00093993,,,
921,0.000218243,,,
922,0.000663259,,,
923,0.002490377,,,
924,0.00175976,,,
925,0.000441444,,,
926,0.040255222,,,
927,9.13E-05,,,
928,0.02459979,,,
929,0.006751435,,,
930,0.01662689,,,
931,0.00020854,,,
932,0.004598115,,,
933,0.00179942,,,
934,0.002011598,,,
935,0.001252133,,,
936,0.013703665,,,
937,0.001983992,,,
938,0.004632482,,,
939,0.00164443,,,
940,0.001771866,,,
941,0.012839189,,,
942,0.000633993,,,
943,0.001207901,,,
944,0.002319637,,,
945,0.010798813,,,
946,0.001102688,,,
947,0.001043846,,,
948,0.019061062,,,
949,0.001849776,,,
950,0.001746649,,,
951,0.001403206,,,
952,0.008896842,,,
953,0.006741687,,,
954,0.001816561,,,
955,0.012889172,,,
956,0.160591863,,,
957,0.000592236,,,
958,0.002432486,,,
959,0.003987967,,,
960,0.002963557,,,
961,0.005533898,,,
962,0.010916298,,,
963,0.001495287,,,
964,0.000110711,,,
965,0.001036852,,,
966,0.006424723,,,
967,0.012093303,,,
968,0.009514531,,,
969,0.001132892,,,
970,0.000421493,,,
971,0.001757109,,,
972,0.00054184,,,
973,0.00140865,,,
974,0.045180161,,,
975,0.011794633,,,
976,0.014905945,,,
977,0.055387557,,,
978,0.044405682,,,
979,0.033489448,,,
980,0.000360818,,,
981,0.000175421,,,
982,0.000534968,,,
983,0.039919699,,,
984,0.131022269,,,
985,0.002904359,,,
986,0.000279891,,,
987,0.000306584,,,
988,0.010697039,,,
989,0.009795087,,,
990,0.0018466,,,
991,0.000271174,,,
992,0.019254828,,,
993,0.002595541,,,
994,0.003675564,,,
995,0.000610427,,,
996,0.051631988,,,
997,0.001764092,,,
998,0.001200479,,,
999,0.00724235,,,
1000,0.000706989,,,
1001,0.020130507,,,
1002,0.001925822,,,
1003,0.007233309,,,
1004,0.0004352,,,
1005,0.004166331,,,
1006,0.004945946,,,
1007,0.001809641,,,
1008,0.00440909,,,
1009,0.014542324,,,
1010,0.001808361,,,
1011,0.002138985,,,
1012,0.000505943,,,
1013,0.001299491,,,
1014,0.003444586,,,
1015,0.001653867,,,
1016,0.002292095,,,
1017,0.000995016,,,
1018,0.000797334,,,
1019,0.000364536,,,
1020,0.000316957,,,
1021,0.001424379,,,
1022,0.004452742,,,
1023,0.016733879,,,
1024,0.001745677,,,
1025,0.000144567,,,
1026,0.001604007,,,
1027,0.000917116,,,
1028,0.095036348,,,
1029,0.005918194,,,
1030,0.003207636,,,
1031,0.000236354,,,
1032,0.01059513,,,
1033,0.000518498,,,
1034,0.006367132,,,
1035,0.01463085,,,
1036,0.001679482,,,
1037,0.001624186,,,
1038,0.002206171,,,
1039,0.019868252,,,
1040,0.006329584,,,
1041,0.005547641,,,
1042,0.000101452,,,
1043,0.034100299,,,
1044,0.009103844,,,
1045,0.002432796,,,
1046,0.000146469,,,
1047,0.000878412,,,
1048,0.000955528,,,
1049,0.00929714,,,
1050,0.003097111,,,
1051,0.00860773,,,
1052,0.000347623,,,
1053,0.012802759,,,
1054,0.010397615,,,
1055,0.003414788,,,
1056,0.00354299,,,
1057,0.001429035,,,
1058,0.000629832,,,
1059,0.000198116,,,
1060,0.054167151,,,
1061,0.001453013,,,
1062,0.028672609,,,
1063,0.010615522,,,
1064,0.002816208,,,
1065,0.091603318,,,
1066,0.000614974,,,
1067,0.00996189,,,
1068,0.003274765,,,
1069,0.000887307,,,
1070,0.002480465,,,
1071,0.001040183,,,
1072,0.000890286,,,
1073,0.002781972,,,
1074,0.330010358,,,
1075,0.027597058,,,
1076,0.092451985,,,
1077,0.000596715,,,
1078,0.001293085,,,
1079,0.01690063,,,
1080,0.002499335,,,
1081,0.000330251,,,
1082,0.00126938,,,
1083,0.001928719,,,
1084,0.006241866,,,
1085,0.009082836,,,
1086,0.000468965,,,
1087,0.002079808,,,
1088,0.002458057,,,
1089,0.000767624,,,
1090,0.002059464,,,
1091,0.000532395,,,
1092,0.004105731,,,
1093,0.006301931,,,
1094,0.000235894,,,
1095,0.02063991,,,
1096,0.002548011,,,
1097,0.045821071,,,
1098,0.043264662,,,
1099,0.040477904,,,
1100,0.020541653,,,
1101,0.000756334,,,
1102,0.000166019,,,
1103,0.002452288,,,
1104,0.000869831,,,
1105,0.023765063,,,
1106,0.00097993,,,
1107,0.011264195,,,
1108,0.00182404,,,
1109,0.001982503,,,
1110,0.025081422,,,
1111,0.142833788,,,
1112,0.079855066,,,
1113,0.004572468,,,
1114,0.002344288,,,
1115,0.111320153,,,
1116,0.000820604,,,
1117,0.000111045,,,
1118,0.029582982,,,
1119,0.000227379,,,
1120,0.000526619,,,
1121,0.001165224,,,
1122,0.000223031,,,
1123,0.049447555,,,
1124,0.001135124,,,
1125,0.00270755,,,
1126,0.000257808,,,
1127,0.005488632,,,
1128,0.035466778,,,
1129,0.005027603,,,
1130,0.003053835,,,
1131,0.009419789,,,
1132,0.014431393,,,
1133,0.000485279,,,
1134,0.005059342,,,
1135,0.001913946,,,
1136,0.000290857,,,
1137,0.00246799,,,
1138,0.019944896,,,
1139,0.013210382,,,
1140,0.012945608,,,
1141,0.051630816,,,
1142,0.002055695,,,
1143,0.005011683,,,
1144,0.054923323,,,
1145,0.00891972,,,
1146,0.001278229,,,
1147,0.000329284,,,
1148,0.002890309,,,
1149,0.013686279,,,
1150,0.002956195,,,
1151,0.001645499,,,
1152,0.000166728,,,
1153,0.006045206,,,
1154,0.000243887,,,
1155,0.030480153,,,
1156,0.00017788,,,
1157,0.001318824,,,
1158,0.007034216,,,
1159,0.00463083,,,
1160,0.015672622,,,
1161,0.000470614,,,
1162,0.006790939,,,
1163,0.001771114,,,
1164,0.006401573,,,
1165,0.001598957,,,
1166,0.000809469,,,
1167,0.014044547,,,
1168,0.000273919,,,
1169,0.002900496,,,
1170,0.010254261,,,
1171,0.010389074,,,
1172,0.020943373,,,
1173,0.001709423,,,
1174,0.001310176,,,
1175,0.111314454,,,
1176,0.009068219,,,
1177,0.001647084,,,
1178,0.012136791,,,
1179,0.00191137,,,
1180,0.016545752,,,
1181,0.000195305,,,
1182,0.000381211,,,
1183,0.01370856,,,
1184,0.001211633,,,
1185,0.003999348,,,
1186,0.001189813,,,
1187,0.004671713,,,
1188,0.008899298,,,
1189,0.009221826,,,
1190,0.074897822,,,
1191,0.005361666,,,
1192,0.006417759,,,
1193,0.008888862,,,
1194,0.006662411,,,
1195,0.000470135,,,
1196,0.006619375,,,
1197,0.000527244,,,
1198,0.000708611,,,
1199,0.017268852,,,
1200,0.000391862,,,
1201,0.032797273,,,
1202,0.002798245,,,
1203,0.020637254,,,
1204,0.02874667,,,
1205,0.080837012,,,
1206,0.009170898,,,
1207,0.001046516,,,
1208,0.000573782,,,
1209,0.002757063,,,
1210,0.000624284,,,
1211,0.00133356,,,
1212,0.000534365,,,
1213,0.00658099,,,
1214,0.000301395,,,
1215,0.003386915,,,
1216,0.004113178,,,
1217,0.010858997,,,
1218,0.002061764,,,
1219,0.004430036,,,
1220,0.032640016,,,
1221,0.024668566,,,
1222,0.00212039,,,
1223,0.002991645,,,
1224,0.005639839,,,
1225,0.000897604,,,
1226,0.014313023,,,
1227,0.000131209,,,
1228,0.002261887,,,
1229,0.000915945,,,
1230,0.003285874,,,
1231,0.000356916,,,
1232,0.021887511,,,
1233,0.006494276,,,
1234,0.009132981,,,
1235,0.127050831,,,
1236,0.002897465,,,
1237,0.001313022,,,
1238,0.011053758,,,
1239,0.005234808,,,
1240,0.029543713,,,
1241,0.008535562,,,
1242,0.000339698,,,
1243,0.022127756,,,
1244,0.003299302,,,
1245,0.004544851,,,
1246,0.00591093,,,
